Unnamed: 0,Id,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
427,428,8593,0.0,619,907,907,0,907,352,0,0,109008
428,429,6762,108.0,544,1208,1208,0,1208,628,105,54,195400
429,430,11457,0.0,387,1392,1412,0,1412,576,0,0,175000
430,431,1680,232.0,96,483,483,504,987,264,0,0,85400
431,432,5586,0.0,901,901,1088,110,1198,0,0,98,79900
432,433,1920,376.0,294,765,765,600,1365,440,240,36,122500
433,434,10839,0.0,926,926,926,678,1604,470,0,36,181000
434,435,1890,0.0,135,630,630,0,630,0,88,0,81000
435,436,10667,0.0,70,799,827,834,1661,550,158,61,212000
436,437,4400,0.0,648,648,734,384,1118,440,0,0,116000
437,438,6000,0.0,884,884,904,0,904,180,0,0,119000
438,439,4280,0.0,75,440,694,0,694,352,0,0,90350
439,440,12354,0.0,684,684,684,512,1196,528,0,46,110000
440,441,15431,200.0,788,3094,2402,0,2402,672,0,72,555000
441,442,12108,270.0,1307,1440,1440,0,1440,0,0,0,118000
442,443,6240,0.0,1078,1078,1128,445,1573,360,0,0,162900
443,444,3922,72.0,1258,1258,1258,0,1258,648,144,16,172500
444,445,8750,0.0,273,915,933,975,1908,493,144,133,210000
445,446,9855,0.0,1436,1436,1689,0,1689,480,0,0,127500
446,447,16492,0.0,557,1517,1888,0,1888,578,0,0,190000
447,448,11214,0.0,930,930,956,930,1886,431,89,0,199900
448,449,8600,0.0,780,780,780,596,1376,198,0,0,119500
449,450,6000,0.0,318,649,679,504,1183,308,0,176,120000
450,451,5684,0.0,813,813,813,0,813,270,0,113,110000
451,452,70761,0.0,878,1533,1533,0,1533,576,200,54,280000
452,453,9303,42.0,130,872,888,868,1756,422,144,122,204000
453,454,9000,0.0,768,768,786,804,1590,676,0,30,210000
454,455,9297,0.0,122,1728,1728,0,1728,560,0,0,188000
455,456,9600,320.0,326,1242,1242,0,1242,528,0,0,175500
456,457,4571,0.0,624,624,624,720,1344,513,0,0,98000
457,458,53227,0.0,248,1364,1663,0,1663,529,224,137,256000
458,459,5100,0.0,588,588,833,833,1666,228,192,63,161000
459,460,7015,161.0,524,709,979,224,1203,352,0,0,110000
460,461,8004,110.0,288,832,832,1103,1935,552,0,150,263435
461,462,7200,0.0,0,560,575,560,1135,576,256,0,155000
462,463,8281,0.0,0,864,864,0,864,360,0,0,62383
463,464,11988,0.0,389,715,849,811,1660,240,0,0,188700
464,465,8430,136.0,424,1040,1040,0,1040,0,0,0,124000
465,466,3072,18.0,1375,1375,1414,0,1414,398,144,20,178740
466,467,10628,0.0,499,1277,1277,0,1277,526,0,0,167000
467,468,9480,224.0,342,728,888,756,1644,312,168,0,146500
468,469,11428,248.0,1626,1626,1634,0,1634,866,0,44,250000
469,470,9291,120.0,406,832,832,878,1710,506,144,70,187000
470,471,6820,0.0,0,1488,1502,0,1502,528,0,54,212000
471,472,11952,0.0,808,808,1161,808,1969,534,0,0,190000
472,473,3675,80.0,88,547,1072,0,1072,525,0,28,148000
473,474,14977,304.0,626,1976,1976,0,1976,908,250,63,440000
474,475,5330,0.0,298,1494,1652,0,1652,499,96,48,251000
475,476,8480,0.0,340,970,970,0,970,624,0,24,132500
476,477,13125,215.0,484,1478,1493,0,1493,508,140,39,208900
477,478,13693,772.0,2153,2153,2069,574,2643,694,414,84,380000
478,479,10637,336.0,417,1705,1718,0,1718,826,208,44,297000
479,480,5925,435.0,739,907,1131,0,1131,672,0,72,89471
480,481,16033,378.0,572,1833,1850,0,1850,772,519,112,326000
481,482,11846,562.0,225,1792,1792,0,1792,874,206,49,374000
482,483,2500,0.0,611,910,916,910,1826,164,0,0,155000
483,484,4500,116.0,319,1216,1216,0,1216,402,0,125,164000
484,485,7758,0.0,411,999,999,0,999,264,0,132,132500
485,486,9600,0.0,506,1113,1113,0,1113,264,0,80,147000
486,487,10289,168.0,237,1073,1073,0,1073,515,0,0,156000
487,488,12243,0.0,486,1484,1484,0,1484,487,224,0,175000
488,489,10800,0.0,290,954,1766,648,2414,520,142,0,160000
489,490,1526,0.0,115,630,630,0,630,286,0,0,86000
490,491,2665,0.0,264,264,616,688,1304,336,141,24,115000
491,492,9490,0.0,238,806,958,620,1578,240,0,0,133000
492,493,15578,0.0,728,728,728,728,1456,429,0,0,172785
493,494,7931,0.0,363,1269,1269,0,1269,308,0,0,155000
494,495,5784,0.0,190,190,886,0,886,273,144,20,91300
495,496,7879,0.0,225,720,720,0,720,0,0,523,34900
496,497,12692,0.0,1969,3200,3228,0,3228,546,264,75,430000
497,498,9120,0.0,697,1026,1133,687,1820,240,0,100,184000
498,499,7800,89.0,414,864,899,0,899,288,64,0,130000
499,500,7535,0.0,522,912,912,0,912,297,12,285,120000
500,501,1890,285.0,316,672,672,546,1218,264,144,28,113000
501,502,9803,0.0,466,866,866,902,1768,603,0,108,226700
502,503,9170,0.0,420,1214,1214,0,1214,461,0,0,140000
503,504,15602,0.0,254,1501,1801,0,1801,484,0,54,289000
504,505,2308,0.0,103,855,855,467,1322,440,260,0,147000
505,506,7596,360.0,960,960,960,1000,1960,400,0,0,124500
506,507,9554,125.0,397,777,1065,846,1911,471,182,81,215000
507,508,7862,0.0,1191,1218,1218,0,1218,676,0,102,208300
508,509,9600,0.0,548,689,689,689,1378,360,0,0,161000
509,510,9600,132.0,50,1041,1041,0,1041,270,224,88,124500
510,511,14559,70.0,178,1008,1363,0,1363,288,324,42,164900
511,512,6792,94.0,1368,1368,1368,0,1368,474,132,35,202665
512,513,9100,0.0,169,864,864,0,864,624,0,0,129900
513,514,9187,0.0,748,1084,1080,0,1080,484,120,0,134000
514,515,10594,0.0,768,768,789,0,789,200,0,0,96500
515,516,12220,305.0,570,2006,2020,0,2020,900,156,54,402861
516,517,10448,333.0,689,689,1378,741,2119,583,0,104,158000
517,518,10208,921.0,1264,1264,1277,1067,2344,889,220,0,265000
518,519,9531,0.0,88,794,882,914,1796,546,0,36,211000
519,520,10918,0.0,1276,1276,1276,804,2080,282,0,0,234000
520,521,10800,0.0,0,0,694,600,1294,0,220,114,106250
521,522,11988,0.0,467,1244,1244,0,1244,336,0,40,150000
522,523,5000,0.0,605,1004,1004,660,1664,420,0,24,159000
523,524,40094,762.0,878,3138,3138,1538,4676,884,208,406,184750
524,525,11787,594.0,660,1379,1383,1015,2398,834,239,60,315750
525,526,7500,0.0,1257,1257,1266,0,1266,453,38,144,176000
526,527,13300,0.0,551,928,928,0,928,252,261,0,132000
527,528,14948,268.0,122,1452,1476,1237,2713,858,126,66,446261
528,529,9098,0.0,180,528,605,0,605,0,0,0,86000
529,530,32668,103.685261707989,816,2035,2515,0,2515,484,0,0,200624
530,531,10200,219.0,678,1461,1509,0,1509,600,224,0,175000
531,532,6155,0.0,611,611,751,611,1362,502,0,0,128000
532,533,7200,0.0,0,0,827,0,827,392,0,0,107500
533,534,5000,0.0,0,0,334,0,334,0,0,0,39300
534,535,9056,0.0,707,707,707,707,1414,403,100,35,178000
535,536,7000,0.0,148,1117,820,527,1347,0,85,0,107500
536,537,8924,0.0,880,880,880,844,1724,527,120,155,188000
537,538,12735,0.0,264,864,864,0,864,576,216,0,111250
538,539,11553,188.0,378,1051,1159,0,1159,336,466,0,158000
539,540,11423,479.0,223,1581,1601,0,1601,670,180,0,272000
540,541,14601,584.0,578,1838,1838,0,1838,765,270,68,315000
541,542,11000,72.0,969,969,997,1288,2285,648,0,56,248000
542,543,10140,0.0,379,1650,1680,0,1680,583,78,73,213250
543,544,4058,182.0,0,723,767,0,767,367,120,40,133000
544,545,17104,0.0,100,654,664,832,1496,426,100,24,179665
545,546,13837,178.0,0,1204,1377,806,2183,786,0,0,229000
546,547,8737,0.0,765,1065,915,720,1635,440,0,38,210000
547,548,7244,0.0,149,768,768,0,768,624,104,0,129500
548,549,8235,0.0,0,825,825,0,825,720,140,50,125000
549,550,9375,0.0,912,912,912,1182,2094,615,182,182,263000
550,551,4043,0.0,510,1069,1069,0,1069,440,0,55,140000
551,552,6000,0.0,620,928,928,0,928,288,0,0,112500
552,553,11146,250.0,1709,1709,1717,0,1717,908,169,39,255500
553,554,8777,0.0,0,0,1126,0,1126,520,0,96,108000
554,555,10625,292.0,132,998,1006,1040,2046,871,320,62,284000
555,556,6380,0.0,993,993,1048,0,1048,280,0,0,113000
556,557,14850,0.0,197,1092,1092,0,1092,299,268,0,141000
557,558,11040,0.0,0,637,897,439,1336,570,0,47,108000
558,559,21872,0.0,125,729,729,717,1446,406,264,22,175000
559,560,3196,18.0,1374,1374,1557,0,1557,420,143,20,234000
560,561,11341,180.0,90,1392,1392,0,1392,528,0,0,121500
561,562,10010,0.0,195,1389,1389,0,1389,418,240,38,170000
562,563,13907,0.0,706,996,996,0,996,0,144,0,108000
563,564,21780,0.0,1163,1163,1163,511,1674,396,72,36,185000
564,565,13346,0.0,367,1095,1166,1129,2295,590,0,40,268000
565,566,6858,0.0,806,806,841,806,1647,216,0,66,128000
566,567,11198,245.0,1122,1122,1134,1370,2504,656,144,39,325000
567,568,10171,168.0,1515,1517,1535,0,1535,532,0,0,214000
568,569,12327,0.0,55,1496,1496,636,2132,612,349,40,316600
569,570,7032,0.0,0,943,943,0,943,600,42,0,135960
570,571,13101,108.0,1497,1728,1728,0,1728,576,0,0,142600
571,572,7332,207.0,450,864,864,0,864,288,168,0,120000
572,573,13159,0.0,846,846,846,846,1692,650,208,114,224500
573,574,9967,0.0,384,384,774,656,1430,400,100,0,170000
574,575,10500,82.0,23,372,576,533,1109,288,35,0,139000
575,576,8480,0.0,390,832,832,384,1216,336,158,0,118500
576,577,6292,0.0,861,861,877,600,1477,216,0,50,145000
577,578,11777,97.0,285,1164,1320,0,1320,564,160,68,164500
578,579,3604,0.0,689,689,703,689,1392,540,0,102,146000
579,580,12150,335.0,1050,1050,1050,745,1795,352,0,0,131500
580,581,14585,85.0,331,1144,1429,0,1429,572,216,110,181900
581,582,12704,306.0,2042,2042,2042,0,2042,1390,0,90,253293
582,583,11841,104.0,0,816,816,0,816,0,0,32,118500
583,584,13500,0.0,1237,1237,1521,1254,2775,880,105,502,325000
584,585,6120,0.0,884,884,989,584,1573,240,0,0,133000
585,586,11443,208.0,408,1868,2028,0,2028,880,326,66,369900
586,587,10267,0.0,0,816,838,0,838,275,0,0,130000
587,588,8740,0.0,168,840,860,0,860,528,0,0,137000
588,589,25095,0.0,113,1437,1473,0,1473,452,0,48,143000
589,590,9100,0.0,742,742,779,0,935,308,0,0,79500
590,591,8320,0.0,280,770,770,812,1582,520,0,45,185900
591,592,13478,420.0,384,1722,1728,568,2296,842,382,274,451950
592,593,6600,0.0,0,816,816,0,816,816,0,0,138000
593,594,4435,170.0,163,848,848,0,848,420,140,0,140000
594,595,7990,0.0,924,924,924,0,924,280,0,0,110000
595,596,11302,238.0,392,1814,1826,0,1826,758,180,75,319000
596,597,3600,0.0,684,684,684,684,1368,216,0,158,114504
597,598,3922,72.0,1258,1258,1402,0,1402,648,120,16,194201
598,599,12984,459.0,0,1430,1647,0,1647,621,0,0,217500
599,600,1950,0.0,23,716,716,840,1556,452,161,0,151000
600,601,10927,280.0,512,1058,1058,846,1904,736,179,60,275000
601,602,9000,0.0,780,780,780,595,1375,544,0,162,141000
602,603,10041,0.0,119,908,927,988,1915,506,120,150,220000
603,604,3182,0.0,600,600,600,600,1200,480,0,172,151000
604,605,12803,99.0,572,1494,1494,0,1494,530,192,36,221000
605,606,13600,176.0,314,768,1186,800,1986,486,0,42,205000
606,607,12464,0.0,308,1040,1040,0,1040,576,168,0,152000
607,608,7800,0.0,293,896,1112,896,2008,230,103,0,225000
608,609,12168,0.0,537,965,1940,1254,3194,380,0,0,359100
609,610,7943,192.0,126,1029,1029,0,1029,261,64,0,118500
610,611,11050,204.0,536,1440,1476,677,2153,736,253,142,313000
611,612,10395,233.0,427,1032,1032,0,1032,564,0,0,148000
612,613,11885,108.0,309,1299,1299,573,1872,531,160,122,261500
613,614,8402,0.0,914,1120,1120,0,1120,0,0,30,147000
614,615,1491,0.0,0,630,630,0,630,0,96,24,75500
615,616,8800,156.0,173,936,1054,0,1054,480,120,0,137500
616,617,7861,0.0,326,783,807,702,1509,393,100,75,183200
617,618,7227,0.0,832,832,832,0,832,528,0,0,105500
618,619,11694,452.0,1774,1822,1828,0,1828,774,0,108,314813
619,620,12244,226.0,611,1482,1482,780,2262,749,168,0,305000
620,621,8248,0.0,823,864,864,0,864,0,0,0,67000
621,622,10800,0.0,384,1522,1548,1066,2614,624,38,243,240000
622,623,7064,153.0,420,980,980,0,980,484,192,0,135000
623,624,2117,513.0,336,756,756,756,1512,440,0,32,168500
624,625,10400,288.0,485,732,1012,778,1790,484,148,0,165150
625,626,10000,261.0,1116,1116,1116,0,1116,440,0,0,160000
626,627,12342,0.0,978,978,1422,0,1422,286,0,0,139900
627,628,9600,164.0,350,1156,1520,0,1520,364,0,0,153000
628,629,11606,192.0,390,1040,1040,1040,2080,504,335,0,135000
629,630,9020,259.0,288,1248,1350,0,1350,520,176,0,168500
630,631,9000,0.0,636,636,1089,661,1750,240,0,0,124000
631,632,4590,108.0,1530,1554,1554,0,1554,627,156,73,209500
632,633,11900,209.0,564,1386,1411,0,1411,544,192,0,82500
633,634,9250,0.0,108,1056,1056,0,1056,260,390,0,139400
634,635,6979,0.0,0,1056,1056,0,1056,576,264,56,144000
635,636,10896,0.0,1184,1440,1440,1440,3395,0,0,110,200000
636,637,6120,0.0,264,264,800,0,800,0,0,0,60000
637,638,6000,0.0,811,811,811,576,1387,256,0,0,93000
638,639,8777,0.0,796,796,796,0,796,0,328,0,85000
639,640,3982,0.0,366,1520,1567,0,1567,648,312,0,264561
640,641,12677,472.0,300,1518,1518,0,1518,588,185,140,274000
641,642,7050,0.0,319,1057,1057,872,1929,650,0,235,226000
642,643,13860,0.0,542,1952,2000,704,2704,538,269,111,345000
643,644,10793,263.0,0,780,780,840,1620,462,208,0,152000
644,645,9187,162.0,645,1766,1766,0,1766,478,195,130,370878
645,646,10530,0.0,664,981,981,0,981,576,0,312,143250
646,647,7200,0.0,0,0,1048,0,1048,420,0,27,98300
647,648,10452,216.0,594,1094,1094,0,1094,495,0,0,155000
648,649,7700,351.0,756,756,1051,788,1839,442,0,124,155000
649,650,1936,0.0,0,630,630,0,630,0,0,0,84500
650,651,8125,103.685261707989,813,813,822,843,1665,562,0,0,205950
651,652,9084,0.0,755,755,755,755,1510,296,120,0,108000
652,653,8750,0.0,880,880,909,807,1716,512,0,120,191000
653,654,10320,0.0,756,756,756,713,1469,216,57,0,135000
654,655,10437,660.0,413,2109,2113,0,2113,839,236,46,350000
655,656,1680,381.0,525,525,525,567,1092,264,0,0,88000
656,657,10007,54.0,247,1053,1053,0,1053,312,0,0,145500
657,658,7200,0.0,776,776,851,651,1502,270,0,0,149000
658,659,17503,0.0,912,912,912,546,1458,330,192,0,97500
659,660,9937,0.0,849,1486,1486,0,1486,480,0,0,167000
660,661,12384,233.0,793,793,1142,793,1935,550,0,113,197900
661,662,46589,528.0,88,1629,1686,762,2448,711,517,76,402000
662,663,13560,216.0,1392,1392,1392,0,1392,576,0,0,110000
663,664,10012,0.0,38,1138,1181,0,1181,588,0,0,137500
664,665,20896,0.0,356,2077,2097,0,2097,1134,192,267,423000
665,666,11194,40.0,1406,1406,1454,482,1936,504,188,124,230500
666,667,18450,113.0,111,1021,1465,915,2380,596,0,265,129000
667,668,8125,258.0,270,1408,1679,0,1679,575,224,42,193500
668,669,14175,0.0,200,1188,1437,0,1437,576,304,0,168000
669,670,11600,0.0,700,700,1180,0,1180,252,0,0,137500
670,671,8633,0.0,545,738,738,738,1476,540,100,35,173500
671,672,6629,0.0,121,672,697,672,1369,300,147,0,103600
672,673,11250,0.0,441,1208,1208,0,1208,546,198,42,165000
673,674,14442,106.0,291,1477,1839,0,1839,416,0,87,257500
674,675,9200,0.0,244,1136,1136,0,1136,384,426,0,140000
675,676,2289,0.0,544,855,855,586,1441,440,28,0,148500
676,677,9600,0.0,1095,1095,1095,679,1774,779,0,0,87000
677,678,9022,0.0,768,768,792,0,792,240,316,0,109500
678,679,11844,464.0,2046,2046,2046,0,2046,834,322,82,372500
679,680,9945,57.0,161,988,988,0,988,572,0,0,128500
680,681,8012,0.0,261,923,923,0,923,264,80,0,143000
681,682,4500,0.0,611,793,848,672,1520,281,0,0,159434
682,683,2887,0.0,288,1291,1291,0,1291,431,307,0,173000
683,684,11248,215.0,567,1626,1668,0,1668,702,257,45,285000
684,685,16770,30.0,1195,1195,1195,644,1839,486,0,81,221000
685,686,5062,0.0,180,1190,1190,900,2090,577,219,0,207500
686,687,10207,0.0,874,874,874,887,1761,578,144,105,227875
687,688,5105,0.0,312,551,551,551,1102,480,0,60,148800
688,689,8089,0.0,474,1419,1419,0,1419,567,140,0,392000
689,690,7577,256.0,1342,1362,1362,0,1362,460,192,28,194700
690,691,4426,147.0,151,848,848,0,848,420,149,0,141000
691,692,21535,1170.0,989,2444,2444,1872,4316,832,382,50,755000
692,693,26178,293.0,245,1210,1238,1281,2519,628,320,27,335000
693,694,5400,0.0,1073,1073,1073,0,1073,326,0,0,108480
694,695,6120,0.0,927,927,1067,472,1539,576,112,0,141500
695,696,13811,72.0,92,1112,1137,0,1137,551,125,0,176000
696,697,6000,0.0,0,616,616,0,616,205,0,0,89000
697,698,6420,0.0,219,980,1148,0,1148,308,0,0,123500
698,699,8450,0.0,224,894,894,0,894,336,416,144,138500
699,700,4282,0.0,1375,1391,1391,0,1391,530,156,158,196000
700,701,14331,630.0,526,1800,1800,0,1800,765,270,78,312500
701,702,9600,168.0,1164,1164,1164,0,1164,528,0,0,140000
702,703,12438,466.0,1234,1234,1264,1312,2576,666,324,100,361919
703,704,7630,0.0,360,360,1032,780,1812,672,344,0,140000
704,705,8400,109.0,761,1473,1484,0,1484,606,0,35,213000
705,706,5600,0.0,0,0,372,720,1092,0,0,0,55000
706,707,115149,351.0,424,1643,1824,0,1824,739,380,48,302000
707,708,6240,176.0,461,1324,1324,0,1324,550,192,38,254000
708,709,9018,0.0,728,728,728,728,1456,400,100,24,179540
709,710,7162,41.0,876,876,904,0,904,408,0,0,109900
710,711,4130,0.0,270,270,729,0,729,0,0,0,52000
711,712,8712,0.0,859,859,859,319,1178,384,68,0,102776
712,713,4671,0.0,461,1228,1228,0,1228,472,168,120,189000
713,714,9873,160.0,171,960,960,0,960,576,0,288,129000
714,715,13517,289.0,192,725,725,754,1479,475,0,44,130500
715,716,10140,174.0,1064,1064,1350,0,1350,478,0,0,165000
716,717,10800,0.0,718,718,1576,978,2554,704,0,48,159500
717,718,10000,0.0,92,1176,1178,0,1178,439,224,0,157000
718,719,10542,651.0,138,1311,1325,1093,2418,983,250,154,341000
719,720,9920,0.0,448,971,971,0,971,300,0,0,128500
720,721,6563,0.0,594,1742,1742,0,1742,564,114,28,275000
721,722,4426,169.0,186,848,848,0,848,420,160,0,143000
722,723,8120,0.0,673,864,864,0,864,463,0,0,124500
723,724,8172,0.0,941,941,997,473,1470,548,0,0,135000
724,725,13286,340.0,464,1698,1698,0,1698,768,327,64,320000
725,726,6960,0.0,250,864,864,0,864,660,96,0,120500
726,727,21695,260.0,72,880,1680,0,1680,540,292,44,222000
727,728,7314,82.0,508,1232,1232,0,1232,632,132,0,194500
728,729,11475,95.0,1584,1584,1776,0,1776,888,0,25,110000
729,730,6240,0.0,628,780,848,0,1208,539,0,23,103000
730,731,5389,0.0,415,1595,1616,0,1616,608,237,152,236500
731,732,9590,442.0,82,868,1146,0,1146,438,160,22,187500
732,733,11404,202.0,901,1153,1153,878,2031,541,192,84,222500
733,734,10000,0.0,270,864,1144,0,1144,264,165,0,131400
734,735,8978,0.0,948,948,948,0,948,300,147,0,108000
735,736,10800,0.0,490,880,880,888,1768,320,0,341,163000
736,737,8544,0.0,0,0,1040,0,1040,400,0,0,93500
737,738,10463,0.0,893,893,901,900,1801,800,0,116,239900
738,739,10800,0.0,0,1200,1200,0,1200,0,120,0,179000
739,740,9313,0.0,864,864,864,864,1728,572,187,56,190000
740,741,9600,0.0,264,264,768,664,1432,360,270,0,132000
741,742,6768,0.0,80,912,912,0,912,288,168,0,142000
742,743,8450,108.0,1349,1349,1349,0,1349,539,120,55,179000
743,744,12886,0.0,76,520,1464,0,1464,480,302,0,175000
744,745,5395,0.0,604,1337,1337,0,1337,462,96,0,180000
745,746,8963,289.0,487,1142,1175,1540,2715,831,0,204,299800
746,747,8795,0.0,652,952,980,1276,2256,554,224,54,236000
747,748,11700,0.0,1240,1240,1320,1320,2640,864,181,0,265979
748,749,10593,338.0,801,1720,1720,0,1720,527,240,56,260400
749,750,8405,0.0,0,0,1088,441,1529,240,92,0,98000
750,751,8800,0.0,576,576,792,348,1140,0,0,160,96500
751,752,7750,0.0,660,660,660,660,1320,400,0,48,162000
752,753,9236,0.0,279,1479,1494,0,1494,576,168,27,217000
753,754,10240,178.0,1030,1030,1038,1060,2098,878,192,52,275500
754,755,7930,0.0,115,1026,1026,0,1026,440,171,48,156000
755,756,3230,894.0,348,729,742,729,1471,440,0,24,172500
756,757,10769,0.0,846,866,866,902,1768,578,144,105,212000
757,758,11616,328.0,234,672,672,714,1386,440,335,0,158900
758,759,2280,360.0,195,744,757,744,1501,440,0,0,179400
759,760,12257,513.0,1198,1318,1328,1203,2531,752,222,98,290000
760,761,9100,0.0,252,864,864,0,864,300,0,0,127500
761,762,6911,0.0,740,1145,1301,0,1301,440,0,0,100000
762,763,8640,0.0,732,756,764,783,1547,614,169,45,215200
763,764,9430,673.0,89,1252,1268,1097,2365,856,0,128,337000
764,765,9549,0.0,0,1494,1494,0,1494,481,0,30,270000
765,766,14587,284.0,1498,1498,1506,0,1506,592,0,174,264132
766,767,10421,42.0,586,980,980,734,1714,496,228,66,196500
767,768,12508,0.0,323,983,983,767,1750,423,245,0,160000
768,769,9100,0.0,1836,1860,1836,0,1836,484,120,33,216837
769,770,53504,603.0,234,1650,1690,1589,3279,841,503,36,538000
770,771,7252,0.0,173,858,858,0,858,576,120,0,134900
771,772,8877,0.0,0,836,1220,0,1220,396,0,0,102000
772,773,7819,0.0,480,1029,1117,0,1117,672,144,0,107000
773,774,10150,1.0,456,912,912,0,912,275,0,0,114500
774,775,14226,375.0,1935,1935,1973,0,1973,895,315,45,395000
775,776,4500,320.0,338,1204,1204,0,1204,412,0,247,162000
776,777,11210,240.0,1594,1614,1614,0,1614,865,144,59,221500
777,778,13350,0.0,102,864,894,0,894,440,241,0,142500
778,779,8400,320.0,0,0,2020,0,2020,630,0,0,144000
779,780,10530,90.0,0,975,1004,0,1004,504,0,0,135000
780,781,7875,38.0,1237,1237,1253,0,1253,402,220,21,176000
781,782,7153,0.0,374,761,810,793,1603,484,0,124,175900
782,783,16285,0.0,1413,1413,1430,0,1430,605,0,33,187100
783,784,9101,104.0,0,1097,1110,0,1110,602,303,30,165500
784,785,6300,0.0,742,742,742,742,1484,0,0,291,128000
785,786,9790,0.0,491,1372,1342,0,1342,457,0,0,161500
786,787,10800,0.0,0,686,966,686,1652,416,0,0,139000
787,788,10142,0.0,300,956,956,1128,2084,618,0,45,233000
788,789,6000,0.0,901,901,901,0,901,281,0,0,107900
789,790,12205,157.0,264,832,976,1111,2087,444,133,168,187500
790,791,3182,11.0,1129,1145,1145,0,1145,397,100,16,160200
791,792,11333,0.0,490,1029,1062,0,1062,539,120,0,146800
792,793,9920,0.0,255,1117,1127,886,2013,455,180,130,269790
793,794,9158,140.0,1496,1496,1496,0,1496,474,168,130,225000
794,795,10832,0.0,712,712,1086,809,1895,409,143,46,194500
795,796,8400,130.0,650,650,888,676,1564,476,0,50,171000
796,797,8197,148.0,660,660,1285,0,1285,528,138,0,143500
797,798,7677,0.0,203,773,773,0,773,240,0,0,110000
798,799,13518,860.0,1926,1926,1966,1174,3140,820,144,78,485000
799,800,7200,252.0,162,731,981,787,1768,240,0,0,175000
800,801,12798,0.0,154,616,616,1072,1688,603,403,114,200000
801,802,4800,0.0,999,1196,1196,0,1196,440,0,0,109900
802,803,8199,0.0,80,728,728,728,1456,410,36,18,189000
803,804,13891,424.0,1734,1734,1734,1088,2822,1020,52,170,582933
804,805,9000,0.0,124,936,1128,0,1128,286,0,0,118000
805,806,12274,256.0,1417,1417,1428,0,1428,554,0,60,227680
806,807,9750,0.0,100,980,980,0,980,384,68,0,135500
807,808,21384,0.0,15,1324,1072,504,1576,528,0,312,223500
808,809,13400,1047.0,380,1024,1086,0,1086,484,0,0,159950
809,810,8100,0.0,849,849,1075,1063,2138,360,40,156,106000
810,811,10140,99.0,0,1040,1309,0,1309,484,265,0,181000
811,812,4438,169.0,186,848,848,0,848,420,140,0,144500
812,813,8712,0.0,540,540,1044,0,1044,504,0,0,55993
813,814,9750,243.0,834,1442,1442,0,1442,301,0,0,157900
814,815,8248,0.0,686,686,686,564,1250,280,207,0,116000
815,816,12137,442.0,1649,1649,1661,0,1661,598,0,34,224900
816,817,11425,0.0,522,1008,1008,0,1008,275,0,0,137000
817,818,13265,148.0,350,1568,1689,0,1689,857,150,59,271000
818,819,8816,80.0,506,1010,1052,0,1052,440,0,0,155000
819,820,6371,128.0,625,1358,1358,0,1358,484,192,35,224000
820,821,7226,0.0,798,798,798,842,1640,595,0,45,183000
821,822,6000,0.0,936,936,936,0,936,576,0,32,93000
822,823,12394,0.0,847,847,847,886,1733,433,100,48,225000
823,824,9900,0.0,778,778,944,545,1489,240,335,0,139500
824,825,11216,0.0,1489,1489,1489,0,1489,776,0,140,232600
825,826,14803,816.0,442,2078,2084,0,2084,1220,188,45,385000
826,827,6130,0.0,0,784,784,0,784,0,0,0,109500
827,828,8529,0.0,1434,1454,1434,0,1434,527,290,39,189000
828,829,28698,0.0,0,1013,1160,966,2126,538,486,0,185000
829,830,2544,0.0,600,600,520,623,1223,480,0,166,147400
830,831,11900,387.0,352,1392,1392,0,1392,458,0,0,166000
831,832,3180,0.0,600,600,520,600,1200,480,0,166,151000
832,833,9548,223.0,458,941,941,888,1829,613,192,39,237000
833,834,10004,180.0,975,1516,1516,0,1516,472,0,0,167000
834,835,7875,136.0,572,1144,1144,0,1144,456,0,0,139950
835,836,9600,0.0,625,1067,1067,0,1067,436,290,0,128000
836,837,8100,0.0,1221,1559,1559,0,1559,812,0,116,153500
837,838,1680,158.0,153,483,483,504,987,264,0,0,100000
838,839,9525,0.0,1099,1099,1099,0,1099,352,278,0,144000
839,840,11767,0.0,416,768,768,432,1200,240,0,0,130500
840,841,12155,0.0,516,672,810,672,1482,400,0,0,140000
841,842,10440,0.0,650,650,958,581,1539,686,70,78,157500
842,843,9020,183.0,276,1127,1165,0,1165,490,0,129,174900
843,844,8000,0.0,1800,1800,1800,0,1800,0,0,0,141000
844,845,12665,0.0,876,876,876,540,1416,720,418,0,153900
845,846,16647,0.0,0,1390,1701,0,1701,611,0,0,171000
846,847,9317,137.0,227,740,1006,769,1775,425,234,72,213000
847,848,15523,0.0,404,864,864,0,864,338,0,0,133500
848,849,45600,0.0,907,907,1307,1051,2358,360,486,40,240000
849,850,9600,360.0,528,528,1094,761,1855,512,113,100,187000
850,851,4435,170.0,189,848,848,0,848,420,140,0,131500
851,852,3196,40.0,1273,1273,1456,0,1456,400,143,20,215000
852,853,7128,0.0,554,918,918,728,1646,240,0,0,164000
853,854,12095,115.0,563,1127,1445,0,1445,645,180,0,158000
854,855,17920,0.0,372,1763,1779,0,1779,454,0,418,170000
855,856,6897,0.0,381,1040,1040,0,1040,260,0,104,127000
856,857,10970,0.0,0,940,1026,0,1026,576,0,0,147000
857,858,8125,0.0,702,702,702,779,1481,343,0,36,174000
858,859,10400,189.0,1090,1090,1370,0,1370,479,0,0,152000
